appid,platform
385940,windows
385940,mac
385950,windows
385950,mac
385960,windows
385960,mac
386050,windows
386070,windows
386070,mac
386070,linux
386080,windows
386080,mac
386080,linux
386090,windows
386100,windows
386140,windows
386160,windows
386160,linux
386180,windows
386200,windows
386260,windows
386280,windows
386280,mac
386280,linux
386290,windows
386290,mac
386330,windows
386330,mac
386330,linux
386340,windows
386340,mac
386340,linux
386360,windows
386390,windows
386390,mac
386400,windows
386420,windows
386420,mac
386420,linux
386480,windows
386480,mac
386480,linux
386490,windows
386510,windows
386510,mac
386520,windows
386520,mac
386520,linux
386540,windows
386560,windows
386560,mac
386560,linux
386590,windows
386600,windows
386600,mac
386620,windows
386620,mac
386620,linux
386630,windows
386640,windows
386650,windows
386650,mac
386650,linux
386690,windows
386700,windows
386710,windows
386710,mac
386710,linux
386740,windows
386740,mac
386740,linux
386750,windows
386770,windows
386840,windows
386870,windows
386870,mac
386880,windows
386900,windows
386900,mac
386900,linux
386930,windows
386930,mac
386940,windows
386940,mac
386940,linux
386960,windows
386960,mac
386960,linux
386970,windows
386990,windows
386990,mac
386990,linux
387010,windows
387010,mac
387060,windows
387060,mac
387070,windows
387090,windows
387090,mac
387090,linux
387100,windows
387100,mac
387100,linux
387110,windows
387110,mac
387110,linux
387130,windows
387240,windows
387240,linux
387270,windows
387280,windows
387290,windows
387340,windows
387370,windows
387370,mac
387370,linux
387400,windows
387430,windows
387450,windows
387840,windows
387850,windows
387850,mac
387860,windows
387860,mac
387860,linux
387870,windows
387870,mac
387870,linux
387880,windows
387890,windows
387930,windows
387970,windows
387970,mac
387970,linux
387990,windows
388010,windows
388050,windows
388050,mac
388050,linux
388060,windows
388060,mac
388060,linux
388090,windows
388120,windows
388120,mac
388120,linux
388140,windows
388160,windows
388210,windows
388210,mac
388210,linux
388260,windows
388270,windows
388300,windows
388320,windows
388320,mac
388340,windows
388360,windows
388370,windows
388370,mac
388370,linux
388390,windows
388390,linux
388410,windows
388420,windows
388420,mac
388420,linux
388430,windows
388440,windows
388440,mac
388440,linux
388450,windows
388450,mac
388490,windows
388490,mac
388490,linux
388500,windows
388540,windows
388540,mac
388540,linux
388550,windows
388550,mac
388550,linux
388600,windows
388620,windows
388620,mac
388660,windows
388660,mac
388680,windows
388680,mac
388680,linux
388720,windows
388730,windows
388730,mac
388750,windows
388800,windows
388830,windows
388840,windows
388880,windows
388880,mac
388880,linux
388900,windows
388910,windows
388960,windows
388960,mac
388960,linux
388970,windows
389010,windows
389010,mac
389010,linux
389050,windows
389140,windows
389140,mac
389140,linux
389160,windows
389160,mac
389170,windows
389170,mac
389170,linux
389190,windows
389190,mac
389220,windows
389230,windows
389230,mac
389250,windows
389260,windows
389270,windows
389310,windows
389310,mac
389310,linux
389330,windows
389400,windows
389430,windows
389460,windows
389460,mac
389460,linux
389470,windows
389510,windows
389510,mac
389510,linux
389530,windows
389570,windows
389570,mac
389650,windows
389650,mac
389650,linux
389680,windows
389690,windows
389700,windows
389730,windows
389740,windows
389740,mac
389840,windows
389840,mac
389850,windows
389850,mac
389850,linux
389870,windows
389900,windows
389940,windows
389970,windows
389970,mac
389970,linux
389980,windows
390030,windows
390040,windows
390090,windows
390100,windows
390200,windows
390200,mac
390200,linux
390210,windows
390210,mac
390210,linux
390220,windows
390290,windows
390290,mac
390310,windows
390330,windows
390330,mac
390330,linux
390340,windows
390460,windows
390510,windows
390520,windows
390520,mac
390540,windows
390560,windows
390560,mac
390560,linux
390570,windows
390570,mac
390570,linux
390610,windows
390610,mac
390610,linux
390620,windows
390620,mac
390620,linux
390660,windows
390670,windows
390680,windows
390680,mac
390680,linux
390710,windows
390720,windows
390730,windows
390870,windows
390870,mac
390870,linux
390880,windows
390890,windows
390910,windows
390910,mac
390910,linux
390920,windows
390930,windows
390940,windows
390970,windows
390970,linux
391000,windows
391030,windows
391040,windows
391040,mac
391070,windows
391100,windows
391120,windows
391140,windows
391160,windows
391160,mac
391170,windows
391170,linux
391180,windows
391190,windows
391190,mac
391190,linux
391210,windows
391210,mac
391220,windows
391220,mac
391220,linux
391250,windows
391250,mac
391250,linux
391260,windows
391270,windows
391280,windows
391280,mac
391290,windows
391300,windows
391310,windows
391340,windows
391380,windows
391390,windows
391400,windows
391410,windows
391420,windows
391440,windows
391460,windows
391490,windows
391490,mac
391490,linux
391510,windows
391510,mac
391520,windows
391540,windows
391540,mac
391540,linux
391550,windows
391560,windows
391580,windows
391580,mac
391590,windows
391590,mac
391600,windows
391600,mac
391600,linux
391630,windows
391640,windows
391650,windows
391660,windows
391720,windows
391720,mac
391720,linux
391730,windows
391730,mac
391730,linux
391740,windows
391780,windows
391780,linux
391820,windows
391820,mac
391820,linux
391910,windows
391960,windows
392000,windows
392020,windows
392020,mac
392020,linux
392030,windows
392040,windows
392070,windows
392080,windows
392100,windows
392100,mac
392100,linux
392110,windows
392110,mac
392120,windows
392120,mac
392120,linux
392160,windows
392190,windows
392260,windows
392260,mac
392280,windows
392290,windows
392290,mac
392290,linux
392330,windows
392370,windows
392370,mac
392370,linux
392410,windows
392410,mac
392450,windows
392470,windows
392580,windows
392600,windows
392600,mac
392600,linux
392610,windows
392610,mac
392620,windows
392620,mac
392680,windows
392690,windows
392720,windows
392720,mac
392730,windows
392780,windows
392820,windows
392820,mac
392820,linux
392890,windows
392920,windows
392930,windows
392940,windows
392950,windows
392950,mac
392970,windows
392970,mac
393080,windows
393150,windows
393150,mac
393150,linux
393170,windows
393170,linux
393190,windows
393190,mac
393200,windows
393220,windows
393240,windows
393290,windows
393350,windows
393350,mac
393380,windows
393390,windows
393410,windows
393420,windows
393420,mac
393430,windows
393430,mac
393430,linux
393460,windows
393460,mac
393460,linux
393520,windows
393520,mac
393520,linux
393530,windows
393530,mac
393540,windows
393550,windows
393550,mac
393550,linux
393600,windows
393610,windows
393610,mac
393610,linux
393660,windows
393750,windows
393770,windows
393790,windows
393820,windows
393860,windows
393860,mac
393920,windows
393920,mac
393920,linux
393930,windows
393930,mac
393950,windows
393980,windows
393980,mac
394010,windows
394030,windows
394120,windows
394130,windows
394140,windows
394160,windows
394220,windows
394220,mac
394230,windows
394260,windows
394270,windows
394270,mac
394280,windows
394280,mac
394280,linux
394290,windows
394310,windows
394310,mac
394310,linux
394360,windows
394360,mac
394360,linux
394390,windows
394430,windows
394430,mac
394430,linux
394450,windows
394480,windows
394480,mac
394490,windows
394510,windows
394540,windows
394550,windows
394600,windows
394680,windows
394680,mac
394690,windows
394700,windows
394700,mac
394720,windows
394760,windows
394760,mac
394770,windows
394770,mac
394770,linux
394840,windows
394850,windows
394850,mac
394850,linux
394870,windows
394950,windows
394950,mac
394970,windows
394970,mac
394970,linux
394990,windows
394990,mac
394990,linux
395100,windows
395140,windows
395140,mac
395160,windows
395160,mac
395160,linux
395170,windows
395190,windows
395190,mac
395200,windows
395250,windows
395270,windows
395300,windows
395300,mac
395300,linux
395350,windows
395350,mac
395380,windows
395400,windows
395420,windows
395420,mac
395420,linux
395470,windows
395480,windows
395480,mac
395480,linux
395500,windows
395520,windows
395520,mac
395550,windows
395550,mac
395560,windows
395570,windows
395570,mac
395570,linux
395580,windows
395580,mac
395580,linux
395600,windows
395600,mac
395600,linux
395620,windows
395620,mac
395620,linux
395850,windows
395850,mac
395850,linux
395860,windows
395860,mac
395880,windows
395900,windows
395910,windows
395920,windows
395920,mac
395930,windows
395930,mac
395940,windows
395960,windows
396010,windows
396030,windows
396030,mac
396030,linux
396060,windows
396090,windows
396230,windows
396230,mac
396230,linux
396260,windows
396280,windows
396310,windows
396310,mac
396310,linux
396320,windows
396320,mac
396350,windows
396350,mac
396350,linux
396360,windows
396360,linux
396480,windows
396480,mac
396480,linux
396530,windows
396560,windows
396590,windows
396610,windows
396610,mac
396640,windows
396650,windows
396650,mac
396650,linux
396660,windows
396660,mac
396660,linux
396680,windows
396680,mac
396680,linux
396710,windows
396710,mac
396730,windows
396750,windows
396750,mac
396750,linux
396790,windows
396790,mac
396800,windows
396800,mac
396800,linux
396820,windows
396850,windows
396860,windows
396860,mac
396860,linux
396870,windows
396890,windows
396890,linux
396900,windows
396930,windows
396930,mac
397020,windows
397020,mac
397020,linux
397040,windows
397060,windows
397060,mac
397060,linux
397090,windows
397100,windows
397160,windows
397180,windows
397190,windows
397200,windows
397200,mac
397210,windows
397240,windows
397240,mac
397240,linux
397270,windows
397270,mac
397270,linux
397310,windows
397320,windows
397330,windows
397340,windows
397340,mac
397350,windows
397360,windows
397390,windows
397390,mac
397390,linux
397400,windows
397400,mac
397400,linux
397430,windows
397430,mac
397440,windows
397460,windows
397460,mac
397460,linux
397500,windows
397570,windows
397570,mac
397570,linux
397580,windows
397600,windows
397640,windows
397660,windows
397690,windows
397700,windows
397720,windows
397730,windows
397730,mac
397730,linux
397740,windows
397750,windows
397760,windows
397760,mac
397760,linux
397770,windows
397780,windows
397780,mac
397780,linux
397800,windows
397810,windows
397820,windows
397830,windows
397840,windows
397850,windows
397860,windows
397860,mac
397860,linux
397870,windows
397870,mac
397900,windows
397900,mac
397940,windows
397950,windows
397950,mac
397950,linux
397960,windows
397970,windows
397980,windows
397990,windows
398000,windows
398020,windows
398030,windows
398070,windows
398100,windows
398100,mac
398100,linux
398110,windows
398120,windows
398120,linux
398140,windows
398150,windows
398150,mac
398150,linux
398170,windows
398180,windows
398250,windows
398260,windows
398450,windows
398460,windows
398480,windows
398480,linux
398530,windows
398530,mac
398620,windows
398640,windows
398670,windows
398680,windows
398710,windows
398710,mac
398710,linux
398810,windows
398830,windows
398830,mac
398830,linux
398840,windows
398840,mac
398850,windows
398850,mac
398850,linux
398890,windows
398890,mac
398890,linux
398900,windows
398900,mac
398900,linux
398920,windows
398930,windows
398940,windows
398940,mac
398960,windows
398980,windows
398980,mac
398980,linux
399000,windows
399000,linux
399040,windows
399070,windows
399070,mac
399070,linux
399090,windows
399090,linux
399100,windows
399120,windows
399130,windows
399140,windows
399180,windows
399230,windows
399240,windows
399260,windows
399420,windows
399430,windows
399430,mac
399430,linux
399520,windows
399530,windows
399530,mac
399600,windows
399640,windows
399640,mac
399640,linux
399670,windows
399670,mac
399670,linux
399780,windows
399780,mac
399780,linux
399790,windows
399810,windows
399820,windows
399820,mac
399820,linux
399880,windows
399890,windows
399890,mac
399890,linux
399900,windows
399900,linux
399910,windows
399910,mac
399920,windows
400020,windows
400020,mac
400020,linux
400030,windows
400030,mac
400030,linux
400080,windows
400080,mac
400110,windows
400110,mac
400110,linux
400130,windows
400130,mac
400130,linux
400160,windows
400160,mac
400170,windows
400180,windows
400180,mac
400180,linux
400200,windows
400220,windows
400230,windows
400240,windows
400240,mac
400240,linux
400250,windows
400250,mac
400250,linux
400280,windows
400280,mac
400280,linux
400350,windows
400350,mac
400360,windows
400370,windows
400380,windows
400380,mac
400410,windows
400450,windows
400450,mac
400450,linux
400470,windows
400500,windows
400500,mac
400500,linux
400510,windows
400510,mac
400510,linux
400570,windows
400580,windows
400580,mac
400580,linux
400630,windows
400660,windows
400660,mac
400710,windows
400740,windows
400790,windows
400800,windows
400880,windows
400880,mac
400880,linux
400910,windows
400940,windows
401090,windows
401090,mac
401120,windows
401120,mac
401120,linux
401170,windows
401190,windows
401190,mac
401190,linux
401200,windows
401200,mac
401200,linux
401210,windows
401250,windows
401280,windows
401280,mac
401280,linux
401290,windows
401330,windows
401330,mac
401360,windows
401360,mac
401360,linux
401420,windows
401510,windows
401510,mac
401510,linux
401550,windows
401560,windows
401560,mac
401560,linux
401680,windows
