,appid,positive_ratings,negative_ratings,average_playtime,median_playtime,owners
835,45740,2713,934,1108,993,750000
836,45750,998,504,879,879,150000
837,45760,8247,1141,835,1056,750000
838,45770,1387,376,435,621,350000
839,46000,68,29,0,0,75000
840,46200,54,21,0,0,35000
841,46250,169,71,0,0,150000
842,46260,312,89,422,422,150000
843,46270,182,42,0,0,75000
844,46280,42,52,0,0,75000
845,46290,116,86,0,0,150000
846,46340,86,50,0,0,150000
847,46350,31,30,0,0,75000
848,46360,81,42,0,0,75000
849,46370,165,175,0,0,75000
850,46380,36,44,0,0,75000
851,46400,106,153,28,28,150000
852,46410,348,175,56,56,350000
853,46440,84,204,3,3,75000
854,46450,217,140,20,20,150000
855,46480,431,98,13,13,150000
856,46490,123,155,0,0,150000
857,46500,2092,260,293,387,750000
858,46510,862,156,227,227,750000
859,46520,167,119,101,101,150000
860,46540,258,410,142,157,150000
861,46550,97,87,0,0,150000
862,46570,103,87,105,105,75000
863,46600,40,12,0,0,35000
864,46700,9,30,0,0,35000
865,46710,15,21,0,0,35000
866,46720,3,12,0,0,10000
867,46730,10,29,0,0,10000
868,46740,40,88,0,0,35000
869,46750,109,63,0,0,75000
870,46760,6,13,0,0,35000
871,46770,195,57,0,0,35000
872,46790,14,12,399,399,10000
873,46830,9,17,0,0,35000
874,46840,3,12,0,0,35000
875,46850,29,17,0,0,10000
876,47110,2,3,0,0,10000
877,47120,2,0,0,0,10000
878,47130,5,2,0,0,10000
879,47400,971,2385,506,758,750000
880,47410,4886,2609,329,421,1500000
881,47700,378,1712,160,267,350000
882,47730,92,7,0,0,150000
883,47780,8943,493,292,272,1500000
884,47790,3209,1370,133,166,1500000
885,47800,405,214,979,1754,75000
886,47810,8808,726,686,464,1500000
887,47870,11405,2775,467,415,1500000
888,47890,11679,2493,4730,499,3500000
889,47920,1071,629,0,0,350000
890,48000,30321,1994,117,127,3500000
891,48110,516,752,1520,1520,150000
892,48150,4,1,0,0,10000
893,48190,6676,929,600,471,750000
894,48240,5653,3686,879,846,750000
895,48700,75872,2213,7932,1884,3500000
896,48720,6236,1055,723,713,1500000
897,48800,676,794,0,0,150000
898,48950,399,68,38,49,350000
899,49000,24,6,0,0,10000
900,49300,60,74,0,0,75000
901,49320,32,24,0,0,35000
902,49470,705,95,935,935,350000
903,49520,144595,11021,3276,1139,7500000
904,49600,6296,328,437,633,750000
905,49800,95,148,22,22,75000
906,49810,117,25,0,0,75000
907,49900,177,83,0,0,150000
908,50000,179,10,1,1,75000
909,50130,31445,1855,1029,988,3500000
910,50300,32361,2613,293,301,3500000
911,50510,65,93,3,3,75000
912,50910,12,0,0,0,10000
913,50920,8,4,0,0,10000
914,50930,2,3,0,0,10000
915,50940,5,1,0,0,10000
916,50960,17,3,0,0,10000
917,50970,15,6,0,0,10000
918,50980,9,3,0,0,10000
919,50990,24,1,0,0,10000
920,51000,16,8,0,0,10000
921,51010,33,15,0,0,10000
922,51020,5,1,0,0,10000
923,51030,6,1,0,0,10000
924,51060,87,13,0,0,10000
925,55000,166,25,130,257,150000
926,55040,1397,180,72,101,350000
927,55100,5506,3685,1772,126,3500000
928,55110,2674,1005,307,436,1500000
929,55140,1599,359,1024,1024,350000
930,55150,9847,998,712,537,3500000
931,55230,44810,1877,1848,1033,3500000
932,57000,87,9,0,0,35000
933,57200,412,41,8,8,150000
934,57300,20222,1199,173,41,3500000
935,57620,153,129,0,0,150000
936,57640,1131,108,1177,1177,350000
937,57650,214,266,112,112,350000
938,57680,473,208,36,36,150000
939,57690,8740,827,518,268,3500000
940,57700,98,42,25,25,35000
941,57740,730,345,185,244,350000
942,57800,79,92,11,16,75000
943,57900,4433,2243,434,472,1500000
944,58200,249,31,3,3,150000
945,58230,81,16,229,229,35000
946,58400,46,83,14,14,75000
947,58520,675,228,284,380,350000
948,58550,201,420,8,8,150000
949,58560,191,34,0,0,150000
950,58570,352,59,1,1,150000
951,58610,1892,574,11,11,750000
952,60340,39,20,0,0,75000
953,60350,80,11,0,0,35000
954,60600,30,22,33,33,75000
955,60700,9,25,0,0,10000
956,60800,66,69,0,0,75000
957,61100,171,53,127,127,75000
958,61310,140,44,30,45,150000
959,61500,334,98,161,254,150000
960,61510,105,28,0,0,75000
961,61520,225,35,151,151,150000
962,61600,432,65,133,133,350000
963,61700,1293,157,1595,1595,350000
964,61730,256,14,137,137,75000
965,62000,406,36,85,85,75000
966,62100,564,39,707,1382,150000
967,63000,673,168,31,31,350000
968,63110,139,59,12,12,35000
969,63200,720,205,101,101,350000
970,63500,572,160,132,227,150000
971,63610,288,103,0,0,150000
972,63650,68,18,0,0,75000
973,63660,155,80,0,0,75000
974,63700,616,140,78,141,350000
975,63710,3058,490,149,202,750000
976,63800,225,159,241,241,75000
977,63900,115,28,0,0,75000
978,63910,492,47,30,30,350000
979,63940,399,247,10,10,150000
980,63960,50,76,0,0,75000
981,64000,2881,416,292,365,750000
982,65070,56,55,0,0,35000
983,65080,87,30,0,0,35000
984,65270,144,27,0,0,35000
985,65400,87,17,16,16,35000
986,65500,84,63,0,0,75000
987,65530,125,85,1244,2481,350000
988,65540,3396,523,409,412,350000
989,65560,206,196,28,28,350000
990,65600,247,254,1054,1054,150000
991,65610,119,225,5,5,150000
992,65710,297,59,0,0,35000
993,65730,340,260,2,4,350000
994,65740,362,442,81,81,350000
995,65780,548,209,22,22,750000
996,65790,3195,942,28,39,1500000
997,65800,10693,932,1993,1205,1500000
998,65930,6661,2923,201,168,3500000
999,65980,9555,8224,932,1552,1500000
1000,67000,331,114,4,5,150000
1001,67370,11992,1234,191,214,1500000
1002,70000,12222,2367,172,150,1500000
1003,70100,598,308,189,214,350000
1004,70110,192,148,242,265,350000
1005,70120,176,298,46,46,350000
1006,70200,68,22,387,387,35000
1007,70210,147,29,0,0,35000
1008,70300,6719,268,76,74,1500000
1009,70400,5047,183,764,1136,350000
1010,70420,440,148,53,53,150000
1011,70500,33,11,0,0,35000
1012,70600,2188,323,689,1285,750000
1013,70620,400,88,67,89,350000
1014,70640,319,53,2,4,350000
1015,70650,102,101,23,46,350000
1016,70660,140,184,11,13,350000
1017,70900,229,44,5,5,150000
1018,71000,322,85,0,0,75000
1019,71230,1240,273,17,22,350000
1020,71240,325,62,6,8,350000
1021,71260,687,89,0,0,150000
1022,71340,6921,589,165,169,750000
1023,72000,680,107,72,100,350000
1024,72400,245,80,210,220,150000
1025,72850,237303,14951,7089,3885,15000000
1026,72900,139,77,0,0,75000
1027,73010,605,179,1,1,350000
1028,73060,32,68,28,55,35000
1029,73170,1075,144,0,0,150000
1030,73190,35,44,0,0,35000
1031,73210,205,110,112,112,150000
1032,73220,113,62,0,0,35000
1033,78000,2670,126,85,158,350000
1034,80000,46,113,104,104,35000
1035,80200,267,80,123,123,75000
1036,80300,109,38,0,0,75000
1037,80310,1199,128,97,97,350000
1038,80330,848,107,0,0,150000
1039,80340,364,27,0,0,150000
1040,80350,298,14,0,0,150000
1041,80360,312,11,205,263,150000
1042,90200,338,68,0,0,75000
1043,90400,59,13,0,0,35000
1044,91100,771,98,1329,1329,350000
1045,91200,3300,481,200,181,750000
1046,91330,434,275,155,155,75000
1047,91600,2552,296,153,166,1500000
1048,91700,4459,906,413,533,750000
1049,91800,77,9,0,0,35000
1050,91810,21,7,0,0,35000
1051,91900,1219,225,193,193,350000
1052,92000,1270,827,106,180,350000
1053,92100,1107,673,180,205,350000
1054,92200,130,8,78,78,75000
1055,92210,146,29,5,5,75000
1056,92220,124,22,23,23,75000
1057,92300,564,253,191,191,150000
1058,92400,36,13,0,0,10000
1059,92600,121,39,54,54,75000
1060,92700,36,79,58,58,35000
1061,92800,3700,324,177,143,750000
1062,92900,84,82,0,0,35000
1063,93200,837,158,121,158,350000
1064,94000,445,371,0,0,35000
1065,94200,1955,103,79,100,750000
1066,94300,968,85,68,68,150000
1067,94400,5480,758,123,184,750000
1068,94590,588,86,82,82,350000
1069,94620,172,14,0,0,350000
1070,95000,120,35,254,254,150000
1071,95300,723,212,152,153,350000
1072,95400,3125,211,255,284,350000
1073,95700,823,52,12,12,150000
1074,95900,167,111,20,20,75000
1075,96000,3923,567,284,303,3500000
1076,96100,7553,1224,158,186,1500000
1077,96200,181,115,280,280,350000
1078,96800,167,105,9,9,350000
1079,96900,25,15,0,0,10000
1080,97000,1540,158,229,402,350000
1081,97100,707,217,53,53,350000
1082,97110,36,7,0,0,10000
1083,97120,42,5,0,0,10000
1084,97130,91,8,0,0,35000
1085,97330,921,130,1070,1903,350000
1086,98100,402,182,7,7,350000
1087,98200,1990,430,183,227,750000
1088,98300,1032,108,148,148,350000
1089,98400,3225,656,158,275,750000
1090,98500,134,121,0,0,150000
1091,98600,197,53,101,155,75000
1092,98800,3879,235,800,1302,750000
1093,98900,141,91,0,0,75000
1094,99100,97,283,0,0,150000
1095,99120,29,20,0,0,10000
1096,99300,1773,297,18,28,750000
1097,99400,156,166,0,0,75000
1098,99410,40,81,0,0,35000
1099,99700,748,100,21,32,750000
1100,99900,15666,3202,275,64,3500000
1101,99910,961,239,107,214,350000
1102,100980,75,5,0,0,10000
1103,102200,257,76,96,127,150000
1104,102400,20,9,0,0,35000
1105,102500,8523,1201,252,170,750000
1106,102600,5371,180,159,195,1500000
1107,102810,87,20,21,21,35000
1108,102840,1707,373,297,256,750000
1109,102850,199,74,0,0,35000
1110,104000,148,51,112,112,75000
1111,104020,91,38,0,0,35000
1112,104100,53,24,0,0,10000
1113,104200,4036,731,140,147,750000
1114,104900,22057,7558,263,98,3500000
1115,105000,1000,314,101,186,350000
1116,105100,206,251,8,8,75000
1117,105300,293,77,0,0,150000
1118,105420,167,49,0,0,75000
1119,105450,13759,1801,902,211,3500000
1120,105600,255600,7797,5585,1840,7500000
1121,105700,80,50,17,17,75000
1122,105800,558,140,65,74,350000
1123,107100,27887,1098,391,234,3500000
1124,107200,2315,202,225,282,750000
1125,107300,994,187,30,26,750000
1126,107310,2868,222,351,388,750000
1127,107410,105034,12524,18823,3621,3500000
1128,107600,974,60,11,11,150000
1129,108110,35,75,0,0,75000
1130,108200,1476,283,607,607,350000
1131,108210,177,119,7,7,350000
1132,108500,540,70,21,25,350000
1133,108600,17273,2606,658,701,750000
1134,108700,376,158,0,0,75000
1135,108710,22962,2163,239,228,3500000
1136,108800,6724,1432,176,208,3500000
1137,109200,77,22,0,0,10000
1138,109500,116,77,0,0,35000
1139,109600,18517,5297,1273,543,7500000
1140,109700,54,32,0,0,35000
1141,110400,117,40,0,0,75000
1142,110500,54,26,0,0,75000
1143,110600,30,26,0,0,35000
1144,110610,47,17,0,0,35000
1145,110630,23,14,0,0,35000
1146,110800,14096,2315,428,478,1500000
1147,111000,40,32,0,0,10000
1148,111010,41,20,0,0,10000
1149,111100,363,81,199,199,150000
1150,111400,180,206,27,29,150000
1151,111600,514,92,527,527,750000
1152,112100,342,76,13,13,350000
1153,113020,7237,749,183,135,3500000
1154,113200,43227,1923,1849,567,3500000
1155,113400,20028,11779,3835,302,7500000
1156,113420,3938,3142,107,75,3500000
1157,115100,2635,210,219,227,350000
1158,115110,1271,155,238,238,350000
1159,115120,573,124,21,31,150000
1160,115200,151,183,17,17,75000
1161,115210,180,92,0,0,150000
1162,115220,151,73,2,3,150000
1163,115320,5411,2244,698,953,750000
1164,115800,3542,555,613,534,350000
1165,116100,201,132,0,0,35000
1166,200010,1224,225,162,220,350000
1167,200020,131,191,0,0,75000
1168,200080,68,30,0,0,35000
1169,200130,150,44,61,61,35000
1170,200150,94,110,0,0,10000
1171,200170,3922,686,445,259,1500000
1172,200190,68,40,0,0,75000
1173,200210,23414,4728,3531,64,3500000
1174,200230,286,177,0,0,75000
1175,200260,25995,1255,1554,618,3500000
1176,200370,275,167,991,991,75000
1177,200390,173,170,9,9,350000
1178,200410,45,47,0,0,75000
1179,200490,68,48,4,4,35000
1180,200510,36630,2072,1470,1049,3500000
1181,200550,65,113,3,3,150000
1182,200670,54,101,0,0,150000
1183,200710,29539,1757,1037,508,3500000
1184,200900,5120,230,150,152,750000
1185,200960,268,17,0,0,150000
1186,200980,32,3,0,0,75000
1187,200990,26,4,0,0,75000
1188,201000,24,2,0,0,75000
1189,201010,60,6,0,0,150000
1190,201070,188,133,8,8,35000
1191,201210,384,148,2,2,350000
1192,201230,846,319,548,604,750000
1193,201290,428,149,145,145,350000
1194,201420,671,130,109,149,350000
1195,201480,330,310,18,18,750000
1196,201490,61,386,0,0,75000
1197,201510,290,1874,19,19,350000
1198,201570,1429,462,247,281,750000
1199,201790,13321,682,429,244,3500000
1200,201810,26727,3011,539,630,1500000
1201,201870,5912,1055,1153,1306,750000
1202,202130,167,208,76,76,150000
1203,202200,894,300,13,17,750000
1204,202310,541,450,0,0,150000
1205,202370,36,24,31,31,10000
1206,202410,107,22,17,17,75000
1207,202670,42,7,0,0,10000
1208,202690,117,4,5,5,35000
1209,202710,564,212,149,270,150000
1210,202730,345,56,9,9,150000
1211,202750,3598,1468,71,123,1500000
1212,202860,36,49,0,0,75000
1213,202970,25827,4658,524,400,3500000
1214,203140,23277,2478,650,400,3500000
1215,203160,93509,4103,527,475,7500000
1216,203210,790,79,189,189,150000
1217,203290,6413,1902,89,24,3500000
1218,203350,727,156,593,798,350000
1219,203510,581,93,27,27,150000
1220,203560,203,47,0,0,75000
1221,203630,1811,293,115,136,750000
1222,203650,663,206,577,1121,350000
1223,203680,689,215,42,61,150000
1224,203750,4416,742,639,1242,750000
1225,203770,31668,4187,1366,272,3500000
1226,203830,1279,199,290,566,350000
1227,203990,211,24,87,124,75000
1228,204030,4384,364,494,555,750000
1229,204060,1764,489,73,65,750000
1230,204100,21581,4374,464,531,1500000
1231,204120,628,104,1904,1904,350000
1232,204180,1778,345,125,160,750000
1233,204220,161,61,89,89,350000
1234,204240,2950,374,129,123,750000
1235,204300,20770,3678,999,490,3500000
1236,204340,5353,702,233,305,750000
1237,204360,50273,2063,1094,306,3500000
1238,204390,94,20,0,0,35000
1239,204440,112,26,0,0,75000
1240,204530,1954,127,2974,2974,350000
1241,204560,77,228,0,0,350000
1242,204580,23,4,0,0,10000
1243,204630,2005,243,540,629,350000
1244,204760,52,144,0,0,10000
1245,204860,188,101,115,115,150000
1246,204880,8642,712,507,393,3500000
1247,204940,89,53,60,60,75000
1248,204960,218,192,182,182,35000
1249,205020,928,117,29,29,350000
1250,205060,70,51,0,0,75000
1251,205070,58,19,0,0,35000
1252,205080,68,41,0,0,35000
1253,205090,71,62,0,0,35000
1254,205100,41756,1269,749,565,3500000
1255,205190,869,80,1371,1371,350000
1256,205230,2712,434,188,146,1500000
1257,205270,29,7,0,0,35000
1258,205530,48,43,0,0,75000
1259,205550,200,108,26,26,75000
1260,205610,479,214,64,64,350000
1261,205650,1488,301,1,1,350000
1262,205690,229,62,0,0,35000
1263,205710,598,219,20,20,750000
1264,205730,547,83,275,275,350000
1265,205810,112,75,0,0,150000
1266,205830,196,18,94,94,75000
1267,205840,551,113,126,126,150000
1268,205870,202,46,0,0,75000
1269,205910,3483,309,207,197,750000
1270,205950,3398,631,207,136,1500000
1271,205990,558,288,0,0,75000
1272,206020,55,10,0,0,75000
1273,206040,17,4,0,0,75000
1274,206060,36,2,0,0,75000
1275,206190,10384,271,212,242,750000
1276,206210,9269,1773,120,107,3500000
1277,206230,31,22,0,0,10000
1278,206250,78,27,541,541,35000
1279,206370,544,57,183,183,150000
1280,206410,18,6,0,0,35000
1281,206420,54091,4945,1279,1094,3500000
1282,206440,42115,1423,200,233,1500000
1283,206480,1718,696,557,804,750000
1284,206500,7640,1440,441,172,1500000
1285,206610,117,196,260,259,350000
1286,206690,421,84,82,108,350000
1287,207000,82,54,0,0,35000
1288,207020,317,82,0,0,75000
1289,207080,1536,126,218,249,350000
1290,207140,20854,1455,421,320,1500000
1291,207170,4420,268,314,362,750000
1292,207190,72,69,0,0,35000
1293,207230,5642,2086,640,101,3500000
1294,207250,347,134,70,111,150000
1295,207320,936,57,635,635,150000
1296,207350,1811,91,826,1234,350000
1297,207370,204,215,97,108,75000
1298,207380,193,29,147,171,75000
1299,207400,489,41,127,141,75000
1300,207420,538,224,504,504,350000
1301,207430,337,332,133,139,150000
1302,207490,1509,114,266,497,350000
1303,207530,469,28,219,219,75000
1304,207570,278,61,3,3,350000
1305,207650,379,305,92,97,350000
1306,207670,28,34,0,0,35000
1307,207690,3524,136,16,20,350000
1308,207710,25,15,0,0,10000
1309,207730,128,256,0,0,75000
1310,207750,1159,209,321,321,350000
1311,207790,102,229,0,0,35000
1312,207930,645,287,220,263,750000
1313,208110,57,40,0,0,75000
1314,208140,5708,1417,1102,352,1500000
1315,208200,3957,772,644,985,750000
1316,208400,658,55,0,0,150000
1317,208460,10,36,30,30,10000
1318,208500,1447,176,1623,2887,350000
1319,208520,1029,632,209,281,350000
1320,208580,8047,978,990,774,3500000
1321,208600,465,95,411,476,75000
1322,208620,59,32,0,0,75000
1323,208630,60,15,0,0,75000
1324,208640,53,4,0,0,75000
1325,208650,33121,12981,1266,1296,1500000
1326,208670,1363,333,105,105,350000
1327,208710,23,10,0,0,10000
1328,208730,1407,587,1042,1421,350000
1329,208750,2239,240,716,716,350000
1330,209000,20365,3519,538,443,3500000
1331,209060,524,99,167,167,75000
1332,209080,12932,1276,275,295,3500000
1333,209100,1171,1079,237,237,150000
1334,209120,858,697,136,196,150000
1335,209160,14892,10757,266,307,1500000
1336,209190,783,93,373,465,350000
1337,209230,194,41,0,0,35000
1338,209330,272,186,84,84,350000
1339,209360,43,14,0,0,35000
1340,209370,1881,128,167,167,150000
1341,209390,15,52,487,487,35000
1342,209520,411,224,121,121,75000
1343,209540,1211,339,57,77,350000
1344,209610,61,49,0,0,35000
1345,209630,251,50,0,0,35000
1346,209650,13389,8379,250,267,750000
1347,209670,3119,1454,199,229,1500000
1348,209690,124,79,130,130,150000
1349,209730,288,312,24,24,350000
1350,209750,57,56,0,0,35000
1351,209790,470,61,21,23,150000
1352,209830,1019,153,93,128,750000
1353,209850,33,20,0,0,10000
1354,209950,559,50,170,170,75000
1355,210170,152,61,135,210,350000
1356,210230,19,2,0,0,10000
1357,210770,11629,1273,293,203,3500000
1358,210870,174,17,33,33,35000
1359,210950,541,50,316,592,150000
1360,210970,6572,1282,630,674,750000
1361,211010,200,46,47,47,75000
1362,211160,856,1013,43,24,1500000
1363,211180,371,28,58,96,75000
1364,211260,1965,327,300,390,350000
1365,211280,172,120,0,0,75000
1366,211340,800,96,0,0,75000
1367,211360,449,90,134,180,350000
1368,211400,8981,2298,307,415,750000
1369,211440,955,149,69,83,350000
1370,211500,5204,3571,81,42,3500000
1371,211580,249,229,152,283,150000
1372,211600,1649,148,230,325,750000
1373,211740,845,51,1584,1584,350000
1374,211780,376,93,0,0,75000
1375,211800,91,28,239,239,35000
1376,211820,74162,7816,3556,2055,3500000
1377,211900,236,53,0,0,35000
1378,211970,144,108,1350,1350,10000
1379,212010,1046,382,361,361,350000
1380,212030,803,211,98,99,150000
1381,212050,353,30,219,219,75000
1382,212070,8647,2796,4623,113,3500000
1383,212110,145,48,268,268,35000
1384,212160,3646,1460,408,249,1500000
1385,212390,892,334,48,48,750000
1386,212500,6860,1644,892,300,3500000
1387,212630,2178,1153,229,325,350000
1388,212680,42641,1629,1111,633,3500000
1389,212700,98,89,290,357,75000
1390,212780,190,105,0,0,35000
1391,212800,5951,702,34,39,1500000
1392,213030,466,71,0,0,350000
1393,213330,969,129,988,1031,350000
1394,213350,49,43,0,0,10000
1395,213390,9,6,0,0,10000
1396,213610,4676,913,805,1188,750000
1397,213650,1327,225,30,49,750000
1398,213670,35896,911,1045,628,3500000
1399,213850,3615,773,1149,1600,750000
1400,214100,27,28,0,0,10000
1401,214130,88,53,0,0,10000
1402,214150,93,91,22,32,350000
1403,214170,1432,193,39,59,750000
1404,214250,1361,701,408,408,350000
1405,214340,7208,840,217,193,750000
1406,214360,1176,433,239,248,350000
1407,214420,6383,2225,139,39,3500000
1408,214490,24534,1958,563,720,1500000
1409,214550,471,122,128,155,350000
1410,214570,188,55,71,71,75000
1411,214590,882,139,159,226,150000
1412,214610,457,79,222,222,75000
1413,214630,168,105,0,0,75000
1414,214700,934,616,0,0,150000
1415,214730,3313,170,0,0,150000
1416,214770,4881,338,245,317,750000
1417,214790,812,153,315,479,350000
1418,214830,1147,172,254,462,350000
1419,214870,2240,679,189,174,750000
1420,214910,181,208,0,0,150000
1421,214950,31864,13423,5760,1287,3500000
1422,214970,983,194,85,143,350000
1423,215080,4413,1335,2258,1086,1500000
1424,215160,1386,134,62,62,350000
1425,215280,4420,2106,645,408,1500000
1426,215390,6,6,0,0,10000
1427,215470,4447,1323,423,470,350000
1428,215510,2175,571,92,151,350000
1429,215530,4993,1064,572,720,750000
1430,215550,155,168,5,5,75000
1431,215630,492,235,654,654,150000
1432,215670,1069,518,21,21,350000
1433,215690,764,256,156,190,350000
1434,215710,268,53,0,0,150000
1435,215770,50,42,58,58,35000
1436,215790,164,379,273,284,350000
1437,215830,2061,734,194,283,750000
1438,215870,154,231,1,1,350000
1439,215930,454,180,526,420,350000
1440,216090,336,20,458,458,35000
1441,216110,719,183,35,35,150000
1442,216130,30,103,0,0,35000
1443,216150,3629,1711,71,106,1500000
1444,216210,55,31,0,0,35000
1445,216260,444,52,0,0,35000
1446,216290,171,12,9,9,75000
1447,216670,30,4,0,0,10000
1448,216890,1108,277,342,342,350000
1449,216910,856,333,143,74,350000
1450,216930,18,4,0,0,10000
1451,217120,63,8,0,0,10000
1452,217140,1436,673,280,343,350000
1453,217200,3517,231,246,470,750000
1454,217270,127,55,0,0,35000
1455,217290,142,22,0,0,35000
1456,217690,878,489,269,269,350000
1457,217750,874,397,148,135,750000
